customer_id,tenure,contract_type,monthly_charges,churn
1903,4,Month-to-Month,313,Yes
1904,14,One Year,199,No
1905,14,Month-to-Month,193,No
1906,56,Two Year,694,No
1907,7,One Year,510,Yes
1908,42,Two Year,847,No
1909,5,Month-to-Month,816,Yes
1910,6,One Year,369,Yes
1911,25,One Year,328,No
1912,16,Two Year,384,No
1913,49,Two Year,716,No
1914,24,One Year,841,No
1915,16,One Year,706,No
1916,55,Two Year,736,No
1917,17,One Year,654,Yes
1918,16,Month-to-Month,359,Yes
1919,9,Month-to-Month,537,Yes
1920,22,Two Year,555,No
1921,22,Month-to-Month,390,Yes
1922,17,One Year,562,Yes
1923,16,Month-to-Month,161,No
1924,12,One Year,397,No
1925,1,Month-to-Month,382,No
1926,14,Two Year,711,No
1927,6,Month-to-Month,312,Yes
1928,46,Two Year,211,No
1929,25,Two Year,224,No
1930,8,One Year,470,No
1931,1,Month-to-Month,490,No
1932,7,One Year,132,No
1933,14,Month-to-Month,721,Yes
1934,3,Month-to-Month,225,Yes
1935,25,Two Year,245,No
1936,30,One Year,420,No
1937,28,One Year,281,No
1938,57,Two Year,593,No
1939,20,Two Year,403,No
1940,25,Two Year,284,No
1941,30,Two Year,229,No
1942,47,Two Year,643,No
1943,20,Two Year,329,No
1944,36,Two Year,243,No
1945,8,One Year,523,No
1946,9,One Year,224,No
1947,2,Month-to-Month,283,Yes
1948,27,One Year,295,No
1949,23,Month-to-Month,226,Yes
1950,17,Month-to-Month,592,Yes
1951,3,Month-to-Month,379,Yes
1952,19,One Year,247,No
1953,16,Two Year,472,No
1954,10,One Year,357,Yes
1955,9,One Year,148,No
1956,19,Two Year,536,Yes
1957,15,Month-to-Month,648,Yes
1958,22,Month-to-Month,783,Yes
1959,26,Two Year,221,No
1960,20,Month-to-Month,291,Yes
1961,51,Two Year,120,No
1962,11,One Year,456,Yes
1963,23,Month-to-Month,80,Yes
1964,22,Month-to-Month,191,Yes
1965,33,Two Year,731,No
1966,52,Two Year,377,No
1967,34,Two Year,455,No
1968,34,One Year,322,No
1969,8,Month-to-Month,739,Yes
1970,15,One Year,690,Yes
1971,18,One Year,714,No
1972,8,One Year,369,No
1973,29,One Year,243,Yes
1974,17,Month-to-Month,374,Yes
1975,54,Two Year,676,Yes
1976,1,Month-to-Month,177,Yes
1977,21,Month-to-Month,355,No
1978,53,Two Year,290,Yes
1979,24,Month-to-Month,134,Yes
1980,14,One Year,153,Yes
1981,26,One Year,760,Yes
1982,12,One Year,251,No
1983,19,One Year,608,No
1984,14,Month-to-Month,706,Yes
1985,8,Month-to-Month,243,Yes
1986,13,One Year,713,Yes
1987,17,One Year,333,Yes
1988,31,One Year,159,No
1989,14,Month-to-Month,575,Yes
1990,29,Two Year,599,Yes
1991,9,One Year,277,Yes
1992,15,Month-to-Month,644,Yes
1993,44,Two Year,602,No
1994,26,Two Year,91,No
1995,9,Month-to-Month,301,Yes
1996,22,Two Year,456,No
1997,23,One Year,217,Yes
1998,20,Two Year,564,Yes
1999,39,Two Year,391,No
2000,11,One Year,755,No
